"id";"symbol";"price";"time"
3105;"HOTUSDT";0.002036;1655137490130
3106;"AAVEUSDT";158.0;1645719204391
3107;"SANDUSDT";2.00327;1652138541032
3108;"EGLDUSDT";38.0;1655132659748
3109;"FTTUSDT";25.282;1655137490382
3110;"ETHBUSD";3258.5;1642801030236
3111;"FLMUSDT";0.1454;1655137495916
3112;"JASMYUSDT";0.0096;1655137494304
3113;"BNXUSDT";124.44;1655133945498
3114;"ADABUSD";0.4354;1655124833529
3115;"MKRUSDT";796.9;1655137489032
3116;"GALAUSDT";0.06103;1655137238497
3117;"GMTUSDT";0.6093;1655137408093
3118;"SOLBUSD";148.86;1642376011120
3119;"VETUSDT";0.02477;1655137489721
3120;"FLOWUSDT";1.71;1655137494208
3121;"DOTBUSD";6.998;1655136676442
3122;"API3USDT";1.023;1655132162821
3123;"FILUSDT";5.31;1655137489924
3124;"1000SHIBUSDT";0.008106;1655137481958
3125;"OMGUSDT";1.929;1655137493873
3126;"IOSTUSDT";0.013706;1655137494601
3127;"KLAYUSDT";0.2544;1655137482159
3128;"AVAXUSDT";15.31;1655137477217
3129;"ANKRUSDT";0.0255;1655131836045
3130;"GALUSDT";3.0125;1655136008673
3131;"BNTUSDT";3.188;1642378592545
3132;"ANCBUSD";0.1103;1655136205308
3133;"LITUSDT";1.022;1655137245010
3134;"NEARUSDT";3.546;1655137488943
3135;"ETHUSDT_220624";1227.71;1655137477644
3136;"KNCUSDT";1.318;1655137477073
3137;"ADAUSDT";0.4726;1655137495382
3138;"BTCBUSD";23758.19;1655137503234
3139;"KAVAUSDT";1.725;1655137495586
3140;"GALABUSD";0.057965;1655136529023
3141;"SNXUSDT";1.921;1655137493969
3142;"MANAUSDT";1.577;1652063178029
3143;"CELRUSDT";0.01794;1653462393601
3144;"DOTUSDT";13.489;1652090488025
3145;"DYDXUSDT";6.334;1649264674015
3146;"LUNA2BUSD";2.3908;1655126313412
3147;"1000LUNCBUSD";0.055;1655111302022
3148;"BANDUSDT";1.2958;1655137477121
3149;"STORJUSDT";0.3793;1655137489771
3150;"RAYUSDT";0.654;1655136286504
3151;"PEOPLEUSDT";0.01867;1655137496458
3152;"ETCUSDT";15.125;1655137481109
3153;"BTCUSDT";23779.7;1655137507500
3154;"BAKEUSDT";0.8652;1651269217040
3155;"GALBUSD";2.71;1655121574170
3156;"TOMOUSDT";0.4403;1655137481639
3157;"UNIUSDT";3.775;1655137489823
3158;"THETAUSDT";3.986;1651338960023
3159;"LRCUSDT";0.3863;1655137488994
3160;"GRTUSDT";0.56005;1642836576213
3161;"XEMUSDT";0.1021;1652334167063
3162;"XLMUSDT";0.10998;1655137476967
3163;"LINAUSDT";0.00867;1655137289534
3164;"HNTUSDT";8.458;1655137477266
3165;"ALGOUSDT";0.3118;1655137481209
3166;"HBARUSDT";0.1;1655100279015
3167;"ZECUSDT";68.12;1655137497199
3168;"OGNUSDT";0.2079;1655137490230
3169;"ZENUSDT";14.1;1655137489973
3170;"NEOUSDT";21.982;1651899509061
3171;"SRMUSDT";2.86;1645574401904
3172;"MATICUSDT";1.152;1655100424046
3173;"XRPUSDT";0.3214;1655137480990
3174;"C98USDT";0.435;1655133286803
3175;"REEFUSDT";0.003225;1655140552064
3176;"TRXUSDT";0.06438;1655140553713
3177;"SKLUSDT";0.04969;1655140535457
3178;"TRXBUSD";0.062458;1655133325348
3179;"QTUMUSDT";2.756;1655140527846
3180;"IOTXUSDT";0.02481;1655140535695
3181;"ONTUSDT";0.2111;1655140551663
3182;"KSMUSDT";45.07;1655135234237
3183;"ICXUSDT";1.0288;1642392702068
3184;"1000XECUSDT";0.03917;1655140535790
3185;"CELOUSDT";0.885;1655140528526
3186;"SXPUSDT";0.3395;1655140527851
3187;"LINKUSDT";5.768;1655140551545
3188;"DGBUSDT";0.02812;1650239020073
3189;"DARUSDT";0.2774;1655132616519
3190;"RSRUSDT";0.0175;1645480455083
3191;"COMPUSDT";36.28;1655140540952
3192;"SUSHIUSDT";0.999;1655140471387
3193;"YFIUSDT";4981.2;1655140528060
3194;"BNBUSDT";225.66;1655140551181
3195;"NKNUSDT";0.244;1652273268065
3196;"DOGEBUSD";0.177;1642578366157
3197;"LPTUSDT";32.122;1642801648245
3198;"DEFIUSDT";564.1;1655140528008
3199;"ALICEUSDT";5.613;1651015152016
3200;"DENTUSDT";0.000921;1655140528385
3201;"CTKUSDT";1.241;1652272371028
3202;"OCEANUSDT";0.1974;1655140527944
3203;"FTMBUSD";0.228;1655140536293
3204;"ATOMUSDT";6.39;1655140534989
3205;"FTMUSDT";0.227;1655140527597
3206;"MTLUSDT";1.6228;1655140526823
3207;"ENSUSDT";24.819;1645574401903
3208;"BTCDOMUSDT";1769.1;1655125234623
3209;"BLZUSDT";0.16902;1651978495064
3210;"FTTBUSD";24.765;1655140535741
3211;"XRPBUSD";0.7656;1645195272063
3212;"GTCUSDT";7.5;1645574401905
3213;"OPUSDT";0.5472;1655140527194
3214;"BTSUSDT";0.00796;1655140551960
3215;"ANTUSDT";1.227;1655134083535
3216;"ENJUSDT";0.467;1655140535358
3217;"BATUSDT";0.2729;1655140527793
3218;"DOGEUSDT";0.05549;1655140527549
3219;"TRBUSDT";30.11;1642403940321
3220;"CVCUSDT";0.13348;1655140527737
3221;"DASHUSDT";42.12;1655140548803
3222;"ARPAUSDT";0.02812;1655140552159
3223;"BNBBUSD";216.0;1655128914622
3224;"ONEUSDT";0.067;1652272928076
3225;"RLCUSDT";0.7041;1655140551811
3226;"IOTAUSDT";0.2548;1655140527714
3227;"AVAXBUSD";15.83;1655135986462
3228;"WOOUSDT";0.13194;1655137658273
3229;"EOSUSDT";0.877;1655140534851
3230;"ALPHAUSDT";0.5009;1652329330016
3231;"GMTBUSD";0.5924;1655140536167
3232;"MASKUSDT";1.267;1655140527926
3233;"SFPUSDT";0.9765;1652273549287
3234;"IMXUSDT";0.7031;1655140552208
3235;"CHZUSDT";0.09358;1655140535505
3236;"BTCUSDT_220624";28105.5;1655140535981
3237;"RUNEUSDT";6.567;1647477317104
3238;"LTCUSDT";44.09;1655140541310
3239;"DODOBUSD";0.1369;1655135986511
3240;"STMXUSDT";0.00625;1655136225501
3241;"SOLUSDT";27.6;1655140528152
3242;"ATAUSDT";0.1487;1655135243253
3243;"AXSUSDT";12.97;1655140527783
3244;"RENUSDT";0.0879;1655140526529
3245;"TLMBUSD";0.02384;1655140528337
3246;"BALUSDT";5.011;1655140528105
3247;"BELUSDT";1.1504;1651356233017
3248;"XMRUSDT";141.55;1655140543881
3249;"APEBUSD";3.768;1655137267169
3250;"UNFIUSDT";4.35;1655135259836
3251;"ICPBUSD";5.949;1655136877287
3252;"NEARBUSD";3.505;1655140536080
3253;"ZRXUSDT";0.2479;1655140535156
3254;"RVNUSDT";0.08283;1649636539018
3255;"ETHUSDT";1230.06;1655140555107
3256;"CHRUSDT";0.1745;1652273457064
3257;"DUSKUSDT";0.17122;1655140407071
3258;"CTSIUSDT";0.5431;1652272694061
3259;"ARUSDT";34.15;1652111373067
3260;"COTIUSDT";0.08992;1655135998800
3261;"BTCSTUSDT";316.1;1615445516575
3262;"XTZUSDT";1.494;1655140527439
3263;"BCHUSDT";131.48;1655140555878
3264;"SCUSDT";0.003623;1655140527988
3265;"APEUSDT";3.573;1655140552257
3266;"ROSEUSDT";0.04902;1655140527059
3267;"CRVUSDT";4.598;1652475702025
3268;"WAVESUSDT";4.898;1655140527961
3269;"ZILUSDT";0.03305;1655140535107
3270;"1INCHUSDT";0.5944;1655140528291
3271;"AUDIOUSDT";0.2936;1655140528479
3272;"HOTUSDT";0.001977;1655140526776
3273;"AAVEUSDT";158.0;1645719204391
3274;"SANDUSDT";2.00327;1652138541032
3275;"EGLDUSDT";38.0;1655132659748
3276;"FTTUSDT";24.824;1655140527004
3277;"ETHBUSD";3258.5;1642801030236
3278;"FLMUSDT";0.1282;1655140528200
3279;"JASMYUSDT";0.00947;1655140277445
3280;"BNXUSDT";124.44;1655133945498
3281;"ADABUSD";0.4663;1655139709359
3282;"MKRUSDT";784.3;1655140555015
3283;"GALAUSDT";0.06103;1655137238497
3284;"GMTUSDT";0.6146;1655138268887
3285;"SOLBUSD";148.86;1642376011120
3286;"VETUSDT";0.02424;1655140526385
3287;"FLOWUSDT";1.642;1655140493381
3288;"DOTBUSD";6.998;1655136676442
3289;"API3USDT";1.023;1655132162821
3290;"FILUSDT";5.269;1655140526591
3291;"1000SHIBUSDT";0.008012;1655140535647
3292;"OMGUSDT";1.896;1655140527805
3293;"IOSTUSDT";0.01363;1655140527502
3294;"KLAYUSDT";0.251;1655140407023
3295;"AVAXUSDT";16.54;1655140551861
3296;"ANKRUSDT";0.0255;1655131836045
3297;"GALUSDT";3.0998;1655140536032
3298;"BNTUSDT";3.188;1642378592545
3299;"ANCBUSD";0.1083;1655140459111
3300;"LITUSDT";1.103;1655140362854
3301;"NEARUSDT";3.507;1655140527644
3302;"ETHUSDT_220624";1156.16;1655140552307
3303;"KNCUSDT";1.274;1655140551714
3304;"ADAUSDT";0.4788;1655140545898
3305;"BTCBUSD";23478.42;1655140552925
3306;"KAVAUSDT";1.7012;1655140496442
3307;"GALABUSD";0.057965;1655136529023
3308;"SNXUSDT";1.922;1655140527897
3309;"MANAUSDT";1.577;1652063178029
3310;"CELRUSDT";0.01794;1653462393601
3311;"DOTUSDT";13.489;1652090488025
3312;"DYDXUSDT";6.334;1649264674015
3313;"LUNA2BUSD";2.6;1655140491938
3314;"1000LUNCBUSD";0.0628;1655139895795
3315;"BANDUSDT";1.2812;1655140551762
3316;"STORJUSDT";0.3704;1655140526432
3317;"RAYUSDT";0.654;1655136286504
3318;"PEOPLEUSDT";0.01797;1655140528573
3319;"ETCUSDT";14.78;1655140534898
3320;"BTCUSDT";23496.8;1655140549829
3321;"BAKEUSDT";0.8652;1651269217040
3322;"GALBUSD";2.71;1655121574170
3323;"TOMOUSDT";0.4304;1655140535407
3324;"UNIUSDT";3.672;1655140526480
3325;"THETAUSDT";3.986;1651338960023
3326;"LRCUSDT";0.3731;1655140527691
3327;"GRTUSDT";0.56005;1642836576213
3328;"XEMUSDT";0.1021;1652334167063
3329;"XLMUSDT";0.1082;1655140515803
3330;"LINAUSDT";0.00867;1655137289534
3331;"HNTUSDT";8.155;1655140551910
3332;"ALGOUSDT";0.3157;1655140535060
3333;"HBARUSDT";0.1;1655100279015
3334;"ZECUSDT";66.24;1655140555088
3335;"OGNUSDT";0.2003;1655140526871
3336;"ZENUSDT";13.812;1655140526637
3337;"NEOUSDT";21.982;1651899509061
3338;"SRMUSDT";2.86;1645574401904
3339;"MATICUSDT";1.152;1655100424046
3340;"XRPUSDT";0.3195;1655140534802
3341;"C98USDT";0.435;1655133286803
3342;"REEFUSDT";0.003266;1655144079013
3343;"TRXUSDT";0.0648;1655144093456
3344;"SKLUSDT";0.05056;1655144070396
3345;"TRXBUSD";0.062458;1655133325348
3346;"QTUMUSDT";2.713;1655144080759
3347;"IOTXUSDT";0.02499;1655144070634
3348;"ONTUSDT";0.2127;1655144078603
3349;"KSMUSDT";45.06;1655140580963
3350;"ICXUSDT";1.0288;1642392702068
3351;"1000XECUSDT";0.03946;1655143846489
3352;"CELOUSDT";0.908;1655143481358
3353;"SXPUSDT";0.3432;1655144069068
3354;"LINKUSDT";5.874;1655144078508
3355;"DGBUSDT";0.02812;1650239020073
3356;"DARUSDT";0.2774;1655132616519
3357;"RSRUSDT";0.0175;1645480455083
3358;"COMPUSDT";36.21;1655144094917
3359;"SUSHIUSDT";1.032;1655144037900
3360;"YFIUSDT";5000.4;1655144080963
3361;"BNBUSDT";228.17;1655144099649
3362;"NKNUSDT";0.244;1652273268065
3363;"DOGEBUSD";0.177;1642578366157
3364;"LPTUSDT";32.122;1642801648245
3365;"DEFIUSDT";573.3;1655144080912
3366;"ALICEUSDT";5.613;1651015152016
3367;"DENTUSDT";0.000938;1655144081326
3368;"CTKUSDT";1.241;1652272371028
3369;"OCEANUSDT";0.1989;1655144069166
3370;"FTMBUSD";0.2269;1655144071120
3371;"ATOMUSDT";6.418;1655144069953
3372;"FTMUSDT";0.2265;1655144088146
3373;"MTLUSDT";1.6228;1655144094033
3374;"ENSUSDT";24.819;1645574401903
3375;"BTCDOMUSDT";1769.1;1655125234623
3376;"BLZUSDT";0.16902;1651978495064
3377;"FTTBUSD";24.983;1655144070680
3378;"XRPBUSD";0.7656;1645195272063
3379;"GTCUSDT";7.5;1645574401905
3380;"OPUSDT";0.5528;1655144094422
3381;"BTSUSDT";0.00841;1655144078917
3382;"ANTUSDT";1.227;1655134083535
3383;"ENJUSDT";0.4574;1655144070298
3384;"BATUSDT";0.2772;1655144080709
3385;"DOGEUSDT";0.05625;1655144088102
3386;"TRBUSDT";30.11;1642403940321
3387;"CVCUSDT";0.13438;1655144088298
3388;"DASHUSDT";42.93;1655144100509
3389;"ARPAUSDT";0.02842;1655144008155
3390;"BNBBUSD";216.0;1655128914622
3391;"ONEUSDT";0.067;1652272928076
3392;"RLCUSDT";0.706;1655144078747
3393;"IOTAUSDT";0.2543;1655144068916
3394;"AVAXBUSD";15.83;1655135986462
3395;"WOOUSDT";0.13194;1655137658273
3396;"EOSUSDT";0.867;1655144069858
3397;"ALPHAUSDT";0.5009;1652329330016
3398;"GMTBUSD";0.5793;1655144071072
3399;"MASKUSDT";1.359;1655144088484
3400;"SFPUSDT";0.9765;1652273549287
3401;"IMXUSDT";0.7114;1655144079163
3402;"CHZUSDT";0.09382;1655144070444
3403;"BTCUSDT_220624";28266.4;1655144070925
3404;"RUNEUSDT";6.567;1647477317104
3405;"LTCUSDT";44.43;1655144093543
3406;"DODOBUSD";0.1369;1655135986511
3407;"STMXUSDT";0.00625;1655136225501
3408;"SOLUSDT";27.42;1655144081073
3409;"ATAUSDT";0.1487;1655135243253
3410;"AXSUSDT";13.18;1655144088344
3411;"RENUSDT";0.0915;1655144093739
3412;"TLMBUSD";0.02392;1655143894812
3413;"BALUSDT";4.996;1655144081021
3414;"BELUSDT";1.1504;1651356233017
3415;"XMRUSDT";143.79;1655144085813
3416;"APEBUSD";3.768;1655137267169
3417;"UNFIUSDT";4.35;1655135259836
3418;"ICPBUSD";5.949;1655136877287
3419;"NEARBUSD";3.512;1655144071024
3420;"ZRXUSDT";0.2512;1655144070108
3421;"RVNUSDT";0.08283;1649636539018
3422;"ETHUSDT";1244.57;1655144099622
3423;"CHRUSDT";0.1745;1652273457064
3424;"DUSKUSDT";0.17834;1655143504882
3425;"CTSIUSDT";0.5431;1652272694061
3426;"ARUSDT";34.15;1652111373067
3427;"COTIUSDT";0.08992;1655135998800
3428;"BTCSTUSDT";316.1;1615445516575
3429;"XTZUSDT";1.46;1655144087948
3430;"BCHUSDT";131.87;1655144089573
3431;"SCUSDT";0.003651;1655144069217
3432;"APEUSDT";3.557;1655140783073
3433;"ROSEUSDT";0.05139;1655144094277
3434;"CRVUSDT";4.598;1652475702025
3435;"WAVESUSDT";4.961;1655144080861
3436;"ZILUSDT";0.03368;1655144070060
3437;"1INCHUSDT";0.6036;1655144081226
3438;"AUDIOUSDT";0.3025;1655144081427
3439;"HOTUSDT";0.002036;1655144093983
3440;"AAVEUSDT";158.0;1645719204391
3441;"SANDUSDT";2.00327;1652138541032
3442;"EGLDUSDT";38.0;1655143411799
3443;"FTTUSDT";24.791;1655144094229
3444;"ETHBUSD";3258.5;1642801030236
3445;"FLMUSDT";0.145;1655144081124
3446;"JASMYUSDT";0.00947;1655140277445
3447;"BNXUSDT";124.44;1655133945498
3448;"ADABUSD";0.4663;1655139709359
3449;"MKRUSDT";786.1;1655144089161
3450;"GALAUSDT";0.06103;1655137238497
3451;"GMTUSDT";0.6018;1655144081586
3452;"SOLBUSD";148.86;1642376011120
3453;"VETUSDT";0.02439;1655144093555
3454;"FLOWUSDT";1.686;1655144069365
3455;"DOTBUSD";7.014;1655143873647
3456;"API3USDT";1.023;1655132162821
3457;"FILUSDT";5.322;1655144093787
3458;"1000SHIBUSDT";0.008055;1655144070588
3459;"OMGUSDT";1.932;1655144069015
3460;"IOSTUSDT";0.013808;1655144088001
3461;"KLAYUSDT";0.2464;1655143974878
3462;"AVAXUSDT";15.53;1655144078799
3463;"ANKRUSDT";0.0255;1655131836045
3464;"GALUSDT";3.0957;1655143927778
3465;"BNTUSDT";3.188;1642378592545
3466;"ANCBUSD";0.1101;1655141950210
3467;"LITUSDT";1.0;1655144094588
3468;"NEARUSDT";3.496;1655144088190
3469;"ETHUSDT_220624";1146.96;1655144079259
3470;"KNCUSDT";1.313;1655144078650
3471;"ADAUSDT";0.4771;1655144099754
3472;"BTCBUSD";23612.93;1655144098704
3473;"KAVAUSDT";1.7395;1655144080810
3474;"GALABUSD";0.057965;1655136529023
3475;"SNXUSDT";1.911;1655144069117
3476;"MANAUSDT";1.577;1652063178029
3477;"CELRUSDT";0.01794;1653462393601
3478;"DOTUSDT";13.489;1652090488025
3479;"DYDXUSDT";6.334;1649264674015
3480;"LUNA2BUSD";2.6;1655140491938
3481;"1000LUNCBUSD";0.0628;1655139895795
3482;"BANDUSDT";1.3075;1655144078699
3483;"STORJUSDT";0.372;1655144093607
3484;"RAYUSDT";0.654;1655136286504
3485;"PEOPLEUSDT";0.01865;1655144081535
3486;"ETCUSDT";14.9;1655144069906
3487;"BTCUSDT";23675.0;1655144091479
3488;"BAKEUSDT";0.8652;1651269217040
3489;"GALBUSD";3.233;1655142794546
3490;"TOMOUSDT";0.4349;1655144070345
3491;"UNIUSDT";3.736;1655144093690
3492;"THETAUSDT";3.986;1651338960023
3493;"LRCUSDT";0.3756;1655144088233
3494;"GRTUSDT";0.56005;1642836576213
3495;"XEMUSDT";0.1021;1652334167063
3496;"XLMUSDT";0.10966;1655144078556
3497;"LINAUSDT";0.00867;1655137289534
3498;"HNTUSDT";8.2;1655144078847
3499;"ALGOUSDT";0.3141;1655144070001
3500;"HBARUSDT";0.1;1655100279015
3501;"ZECUSDT";67.33;1655144090998
3502;"OGNUSDT";0.1996;1655144094083
3503;"ZENUSDT";14.04;1655144093833
3504;"NEOUSDT";21.982;1651899509061
3505;"SRMUSDT";2.86;1645574401904
3506;"MATICUSDT";1.152;1655100424046
3507;"XRPUSDT";0.3211;1655144069810
3508;"C98USDT";0.435;1655133286803
3509;"REEFUSDT";0.003266;1655144079013
3510;"TRXUSDT";0.0648;1655144093456
3511;"SKLUSDT";0.05085;1655144102005
3512;"TRXBUSD";0.062458;1655133325348
3513;"QTUMUSDT";2.713;1655144080759
3514;"IOTXUSDT";0.02499;1655144070634
3515;"ONTUSDT";0.2127;1655144078603
3516;"KSMUSDT";45.06;1655140580963
3517;"ICXUSDT";1.0288;1642392702068
3518;"1000XECUSDT";0.03946;1655143846489
3519;"CELOUSDT";0.908;1655143481358
3520;"SXPUSDT";0.3432;1655144069068
3521;"LINKUSDT";5.874;1655144078508
3522;"DGBUSDT";0.02812;1650239020073
3523;"DARUSDT";0.2774;1655132616519
3524;"RSRUSDT";0.0175;1645480455083
3525;"COMPUSDT";36.21;1655144094917
3526;"SUSHIUSDT";1.031;1655144101814
3527;"YFIUSDT";5000.4;1655144080963
3528;"BNBUSDT";228.232;1655144101006
3529;"NKNUSDT";0.244;1652273268065
3530;"DOGEBUSD";0.177;1642578366157
3531;"LPTUSDT";32.122;1642801648245
3532;"DEFIUSDT";573.3;1655144080912
3533;"ALICEUSDT";5.613;1651015152016
3534;"DENTUSDT";0.000938;1655144081326
3535;"CTKUSDT";1.241;1652272371028
3536;"OCEANUSDT";0.1989;1655144069166
3537;"FTMBUSD";0.2259;1655144102740
3538;"ATOMUSDT";6.428;1655144101571
3539;"FTMUSDT";0.2265;1655144088146
3540;"MTLUSDT";1.6228;1655144094033
3541;"ENSUSDT";24.819;1645574401903
3542;"BTCDOMUSDT";1769.1;1655125234623
3543;"BLZUSDT";0.16902;1651978495064
3544;"FTTBUSD";24.983;1655144070680
3545;"XRPBUSD";0.7656;1645195272063
3546;"GTCUSDT";7.5;1645574401905
3547;"OPUSDT";0.5528;1655144094422
3548;"BTSUSDT";0.00841;1655144078917
3549;"ANTUSDT";1.227;1655134083535
3550;"ENJUSDT";0.464;1655144101909
3551;"BATUSDT";0.2772;1655144080709
3552;"DOGEUSDT";0.05625;1655144088102
3553;"TRBUSDT";30.11;1642403940321
3554;"CVCUSDT";0.13438;1655144088298
3555;"DASHUSDT";42.93;1655144100509
3556;"ARPAUSDT";0.02842;1655144008155
3557;"BNBBUSD";216.0;1655128914622
3558;"ONEUSDT";0.067;1652272928076
3559;"RLCUSDT";0.706;1655144078747
3560;"IOTAUSDT";0.2543;1655144068916
3561;"AVAXBUSD";15.83;1655135986462
3562;"WOOUSDT";0.13194;1655137658273
3563;"EOSUSDT";0.916;1655144101388
3564;"ALPHAUSDT";0.5009;1652329330016
3565;"GMTBUSD";0.5866;1655144102691
3566;"MASKUSDT";1.359;1655144088484
3567;"SFPUSDT";0.9765;1652273549287
3568;"IMXUSDT";0.7114;1655144079163
3569;"CHZUSDT";0.09382;1655144102060
3570;"BTCUSDT_220624";28266.4;1655144102545
3571;"RUNEUSDT";6.567;1647477317104
3572;"LTCUSDT";44.43;1655144093543
3573;"DODOBUSD";0.1369;1655135986511
3574;"STMXUSDT";0.00625;1655136225501
3575;"SOLUSDT";27.42;1655144081073
3576;"ATAUSDT";0.1487;1655135243253
3577;"AXSUSDT";13.18;1655144088344
3578;"RENUSDT";0.0915;1655144093739
3579;"TLMBUSD";0.02392;1655143894812
3580;"BALUSDT";4.996;1655144081021
3581;"BELUSDT";1.1504;1651356233017
3582;"XMRUSDT";143.79;1655144085813
3583;"APEBUSD";3.768;1655137267169
3584;"UNFIUSDT";4.35;1655135259836
3585;"ICPBUSD";5.949;1655136877287
3586;"NEARBUSD";3.494;1655144102643
3587;"ZRXUSDT";0.2502;1655144101718
3588;"RVNUSDT";0.08283;1649636539018
3589;"ETHUSDT";1245.71;1655144101647
3590;"CHRUSDT";0.1745;1652273457064
3591;"DUSKUSDT";0.17834;1655143504882
3592;"CTSIUSDT";0.5431;1652272694061
3593;"ARUSDT";34.15;1652111373067
3594;"COTIUSDT";0.08992;1655135998800
3595;"BTCSTUSDT";316.1;1615445516575
3596;"XTZUSDT";1.46;1655144087948
3597;"BCHUSDT";131.87;1655144089573
3598;"SCUSDT";0.003651;1655144069217
3599;"APEUSDT";3.557;1655140783073
3600;"ROSEUSDT";0.05139;1655144094277
3601;"CRVUSDT";4.598;1652475702025
3602;"WAVESUSDT";4.961;1655144080861
3603;"ZILUSDT";0.03358;1655144101670
3604;"1INCHUSDT";0.6036;1655144081226
3605;"AUDIOUSDT";0.3025;1655144081427
3606;"HOTUSDT";0.002036;1655144093983
3607;"AAVEUSDT";158.0;1645719204391
3608;"SANDUSDT";2.00327;1652138541032
3609;"EGLDUSDT";38.0;1655143411799
3610;"FTTUSDT";24.791;1655144094229
3611;"ETHBUSD";3258.5;1642801030236
3612;"FLMUSDT";0.145;1655144081124
3613;"JASMYUSDT";0.00947;1655140277445
3614;"BNXUSDT";124.44;1655133945498
3615;"ADABUSD";0.4663;1655139709359
3616;"MKRUSDT";786.1;1655144089161
3617;"GALAUSDT";0.06103;1655137238497
3618;"GMTUSDT";0.6018;1655144081586
3619;"SOLBUSD";148.86;1642376011120
3620;"VETUSDT";0.02439;1655144093555
3621;"FLOWUSDT";1.686;1655144069365
3622;"DOTBUSD";7.014;1655143873647
3623;"API3USDT";1.023;1655132162821
3624;"FILUSDT";5.322;1655144093787
3625;"1000SHIBUSDT";0.008116;1655144102205
3626;"OMGUSDT";1.932;1655144069015
3627;"IOSTUSDT";0.013808;1655144088001
3628;"KLAYUSDT";0.2464;1655143974878
3629;"AVAXUSDT";15.53;1655144078799
3630;"ANKRUSDT";0.0255;1655131836045
3631;"GALUSDT";3.0957;1655143927778
3632;"BNTUSDT";3.188;1642378592545
3633;"ANCBUSD";0.1101;1655141950210
3634;"LITUSDT";1.0;1655144094588
3635;"NEARUSDT";3.496;1655144088190
3636;"ETHUSDT_220624";1146.96;1655144079259
3637;"KNCUSDT";1.313;1655144078650
3638;"ADAUSDT";0.4771;1655144099754
3639;"BTCBUSD";23612.93;1655144098704
3640;"KAVAUSDT";1.7395;1655144080810
3641;"GALABUSD";0.057965;1655136529023
3642;"SNXUSDT";1.911;1655144069117
3643;"MANAUSDT";1.577;1652063178029
3644;"CELRUSDT";0.01794;1653462393601
3645;"DOTUSDT";13.489;1652090488025
3646;"DYDXUSDT";6.334;1649264674015
3647;"LUNA2BUSD";2.6;1655140491938
3648;"1000LUNCBUSD";0.0628;1655139895795
3649;"BANDUSDT";1.3075;1655144078699
3650;"STORJUSDT";0.372;1655144093607
3651;"RAYUSDT";0.654;1655136286504
3652;"PEOPLEUSDT";0.01865;1655144081535
3653;"ETCUSDT";14.91;1655144101439
3654;"BTCUSDT";23639.5;1655144102618
3655;"BAKEUSDT";0.8652;1651269217040
3656;"GALBUSD";3.233;1655142794546
3657;"TOMOUSDT";0.437;1655144101957
3658;"UNIUSDT";3.736;1655144093690
3659;"THETAUSDT";3.986;1651338960023
3660;"LRCUSDT";0.3756;1655144088233
3661;"GRTUSDT";0.56005;1642836576213
3662;"XEMUSDT";0.1021;1652334167063
3663;"XLMUSDT";0.10966;1655144078556
3664;"LINAUSDT";0.00867;1655137289534
3665;"HNTUSDT";8.2;1655144078847
3666;"ALGOUSDT";0.3133;1655144101620
3667;"HBARUSDT";0.1;1655100279015
3668;"ZECUSDT";67.33;1655144090998
3669;"OGNUSDT";0.1996;1655144094083
3670;"ZENUSDT";14.04;1655144093833
3671;"NEOUSDT";21.982;1651899509061
3672;"SRMUSDT";2.86;1645574401904
3673;"MATICUSDT";1.152;1655100424046
3674;"XRPUSDT";0.3224;1655144101319
3675;"C98USDT";0.435;1655133286803
3676;"REEFUSDT";0.003266;1655144079013
3677;"TRXUSDT";0.0648;1655144093456
3678;"SKLUSDT";0.05085;1655144102005
3679;"TRXBUSD";0.062458;1655133325348
3680;"QTUMUSDT";2.713;1655144080759
3681;"IOTXUSDT";0.02499;1655144070634
3682;"ONTUSDT";0.2127;1655144078603
3683;"KSMUSDT";45.06;1655140580963
3684;"ICXUSDT";1.0288;1642392702068
3685;"1000XECUSDT";0.03946;1655143846489
3686;"CELOUSDT";0.908;1655143481358
3687;"SXPUSDT";0.3464;1655144103660
3688;"LINKUSDT";5.874;1655144078508
3689;"DGBUSDT";0.02812;1650239020073
3690;"DARUSDT";0.2774;1655132616519
3691;"RSRUSDT";0.0175;1645480455083
3692;"COMPUSDT";36.12;1655144103459
3693;"SUSHIUSDT";1.031;1655144101814
3694;"YFIUSDT";5000.4;1655144080963
3695;"BNBUSDT";228.29;1655144103366
3696;"NKNUSDT";0.244;1652273268065
3697;"DOGEBUSD";0.177;1642578366157
3698;"LPTUSDT";32.122;1642801648245
3699;"DEFIUSDT";573.3;1655144080912
3700;"ALICEUSDT";5.613;1651015152016
3701;"DENTUSDT";0.000938;1655144081326
3702;"CTKUSDT";1.241;1652272371028
3703;"OCEANUSDT";0.19938;1655144103749
3704;"FTMBUSD";0.2259;1655144102740
3705;"ATOMUSDT";6.428;1655144101571
3706;"FTMUSDT";0.2265;1655144088146
3707;"MTLUSDT";1.6228;1655144094033
3708;"ENSUSDT";24.819;1645574401903
3709;"BTCDOMUSDT";1769.1;1655125234623
3710;"BLZUSDT";0.16902;1651978495064
3711;"FTTBUSD";24.983;1655144070680
3712;"XRPBUSD";0.7656;1645195272063
3713;"GTCUSDT";7.5;1645574401905
3714;"OPUSDT";0.5528;1655144094422
3715;"BTSUSDT";0.00841;1655144078917
3716;"ANTUSDT";1.227;1655134083535
3717;"ENJUSDT";0.464;1655144101909
3718;"BATUSDT";0.2772;1655144080709
